Node	Beg	End
GBS170	39841	39897
GBS170	39949	39971
GBS170	40167	40169
GBS170	40264	40419
GBS170	40464	40471
GBS170	40580	40823
GBS170	40867	40875
GBS170	40979	40985
GBS170	41082	41148
GBS170	41393	41419
GBS170	41487	41706
GBS170	41763	41772
GBS170	41818	41901
GBS170	41995	42175
GBS170	42235	42482
GBS170	42528	42588
GBS170	42630	42640
GBS170	43187	43229
GBS171	20521	20545
GBS171	20605	20606
GBS171	24800	24805
GBS171	24885	24889
GBS171	30549	30551
GBS171	37143	37151
GBS171	37409	37410
GBS171	38769	38795
GBS171	43244	43262
GBS172	37308	37374
GBS173	14120	14152
GBS173	14249	15168
GBS173	21517	21538
GBS173	22211	22216
GBS173	30028	30075
GBS173	30124	30128
GBS173	30183	30212
GBS173	30265	30444
GBS173	31423	31426
GBS174	19534	19597
GBS174	23626	23644
GBS175	5153	5241
GBS175	8643	8647
GBS175	12782	12863
GBS175	17218	17300
GBS175	20515	20583
GBS175	23476	23513
GBS175	24554	24570
GBS175	24895	25030
GBS175	37433	37437
GBS175	39758	39760
GBS175	40056	40068
GBS175	41012	41035
GBS175	42648	42671
GBS176	2847	2848
GBS176	2952	2963
GBS176	7837	7838
GBS176	11627	11641
GBS176	11668	11670
GBS176	11845	11851
GBS176	19390	19423
GBS176	19548	19585
GBS176	21083	21088
GBS176	21137	21142
GBS176	21305	21307
GBS176	21362	21421
GBS176	21448	21460
GBS176	21765	21767
GBS176	21927	21941
GBS176	22066	22082
GBS176	22255	22256
GBS176	24792	24813
GBS176	26019	26020
GBS176	27780	27785
GBS176	30310	30313
GBS176	30387	30411
GBS176	39765	39773
GBS176	42030	42031
GBS176	42058	42068
GBS176	42436	42467
GBS176	42500	42514
GBS176	42727	42730
GBS177	5092	5093
GBS177	5478	5536
GBS177	7773	7808
GBS177	18912	18943
GBS177	18994	19010
GBS177	20526	20527
GBS177	20606	20612
GBS177	20969	20988
GBS177	22249	22254
GBS177	22362	22391
GBS177	22563	22574
GBS177	23500	23513
GBS177	24827	24932
GBS177	24959	24991
GBS177	25018	25036
GBS177	25069	25094
GBS177	25208	25217
GBS177	34489	34509
GBS177	38159	38160
GBS177	38633	38635
GBS177	38851	38856
GBS177	38896	38903
GBS177	39285	39318
GBS177	39381	39387
GBS177	39452	39464
GBS177	40108	40112
GBS177	42602	42603
GBS177	42990	43014
GBS177	43285	43288
GBS178	5495	5505
GBS178	23429	23512
GBS178	24218	24270
GBS178	26019	26020
GBS178	28826	28833
GBS178	30964	30979
GBS178	33497	33511
GBS178	37183	37192
GBS178	38803	38807
GBS178	40615	40617
GBS178	40715	40716
GBS178	40866	40872
GBS178	41453	41454
GBS179	12607	12687
GBS179	12736	12760
GBS179	12918	12927
GBS179	17874	17880
GBS179	20608	20613
GBS179	21770	21837
GBS179	22278	22286
GBS179	24254	24338
GBS179	24989	24996
GBS179	25236	25248
GBS179	25291	25320
GBS179	30074	30174
GBS179	30213	30319
GBS179	30449	30459
GBS179	33748	34619
GBS179	34722	36500
GBS179	36626	36662
GBS179	36825	36865
GBS179	37103	37109
GBS179	37191	37221
GBS179	38115	38149
GBS179	38545	38565
GBS179	38867	38877
GBS179	38916	38937
GBS179	39166	39177
GBS179	40275	40368
GBS179	40858	40872
GBS179	41143	41181
GBS179	41322	41339
GBS179	41501	41557
GBS179	41594	41611
GBS179	41879	41946
GBS179	42207	42224
GBS179	42275	42290
GBS179	42511	42520
GBS179	43109	43167
GBS179	43473	43553
GBS179	43666	44551
GBS180	11545	11551
GBS180	11755	11758
GBS180	12794	12883
GBS180	16419	16458
GBS180	17211	17301
GBS180	22368	22370
GBS180	24687	24739
GBS180	24816	24827
GBS180	24887	24895
GBS180	24944	24961
GBS180	31148	31225
GBS180	31438	31448
GBS180	34632	34716
GBS180	34803	34824
GBS180	37063	37065
GBS180	37471	37473
GBS180	37615	37625
GBS180	37674	37691
GBS180	38654	38659
GBS180	38769	38781
GBS180	43132	43167
GBS180	43232	43246
GBS180	43291	43299
GBS180	43727	43739
GBS180	43783	43957
GBS181	4742	4745
GBS181	9592	9641
GBS181	11515	11518
GBS181	11738	11822
GBS181	17877	17886
GBS181	19784	19801
GBS181	21136	21158
GBS181	21675	21689
GBS181	21815	21890
GBS181	22048	22054
GBS181	22481	22486
GBS181	22590	22657
GBS181	22751	22950
GBS181	23001	23084
GBS181	23482	23512
GBS181	25273	25277
GBS181	26807	26810
GBS181	34691	34701
GBS181	37129	37182
GBS181	37277	37293
GBS181	37477	37505
GBS181	38099	38145
GBS181	38273	38353
GBS181	38545	38610
GBS181	38665	38710
GBS181	38981	39160
GBS181	39504	39549
GBS181	39678	39727
GBS181	39924	39963
GBS181	40009	40059
GBS181	40229	40260
GBS181	40368	40434
GBS181	40695	40701
GBS181	40922	41200
GBS181	41359	41398
GBS181	41453	41623
GBS181	41669	41802
GBS181	41849	41917
GBS181	42141	42149
GBS181	42385	42466
GBS181	42605	42653
GBS181	43232	43250
GBS182	11802	11813
GBS182	11919	11932
GBS182	22401	22407
GBS182	22477	22479
GBS182	27490	27491
GBS182	30454	30457
GBS182	34445	34447
GBS182	36996	37013
GBS182	37883	37884
GBS182	38058	38071
GBS182	38582	38602
GBS182	41670	41683
GBS182	41718	41723
GBS182	41839	41850
GBS182	42208	42282
GBS182	43170	43200
GBS182	43245	43252
GBS183	3049	3050
GBS183	4681	4684
GBS183	10194	10204
GBS183	11912	11923
GBS183	16413	16446
GBS183	17308	17309
GBS183	20518	20525
GBS183	20579	20580
GBS183	21521	21554
GBS183	21754	21766
GBS183	21852	21915
GBS183	21960	22078
GBS183	23462	23480
GBS183	24959	24987
GBS183	26340	26341
GBS183	26462	26466
GBS183	26819	26822
GBS183	26891	27050
GBS183	27783	27784
GBS183	31166	31190
GBS183	32356	32370
GBS183	33896	33897
GBS183	36994	37033
GBS183	37217	37261
GBS183	37727	37730
GBS183	38582	38603
GBS183	39606	39607
GBS183	42498	42499
GBS183	42551	42587
GBS183	42644	42645
GBS183	43067	43107
GBS183	43894	43896
GBS184	694	729
GBS184	4582	4591
GBS184	5188	5409
GBS184	5450	5794
GBS184	5896	6368
GBS184	6598	6725
GBS184	7831	8026
GBS184	11467	11548
GBS184	11649	11662
GBS184	11713	11809
GBS184	16418	16426
GBS184	17276	17280
GBS184	17329	17336
GBS184	20975	21004
GBS184	21138	21304
GBS184	21423	21425
GBS184	21786	21918
GBS184	21980	22323
GBS184	22402	22523
GBS184	23409	23508
GBS184	24592	24659
GBS184	24939	24976
GBS184	26414	27229
GBS184	30008	30054
GBS184	31119	31126
GBS184	31451	31467
GBS184	31641	31687
GBS184	32496	32599
GBS184	34640	34650
GBS184	37177	37198
GBS184	37495	37499
GBS184	38057	38097
GBS184	38395	38418
GBS184	39409	39438
GBS184	39884	39955
GBS184	40140	40205
GBS184	40332	40341
GBS184	40966	40974
GBS184	41205	41229
GBS184	41324	41354
GBS184	41459	41493
GBS184	42394	42489
GBS184	42591	42629
GBS184	43751	43868
GBS184	44312	44345
GBS185	21376	21379
GBS185	26463	26464
GBS186	19515	19519
GBS186	19592	19604
GBS186	21971	21973
GBS186	22055	22080
GBS186	22323	22334
GBS186	22470	22476
GBS186	28135	28136
GBS186	37308	37310
GBS186	39770	39772
GBS186	42230	42242
GBS187	12936	12937
GBS188	7296	7579
GBS188	9353	9686
GBS188	9873	9893
GBS188	9937	9965
GBS188	10026	10211
GBS188	10342	10444
GBS188	10563	10579
GBS188	17393	17409
GBS188	21768	21785
GBS188	22516	22522
GBS188	23469	23513
GBS188	24599	24657
GBS188	24856	24859
GBS188	25127	25129
GBS188	28109	28123
GBS188	33772	33781
GBS188	39937	39944
GBS188	40699	40704
GBS188	40880	40889
GBS188	41992	42006
GBS188	43140	43295
GBS189	4786	4790
GBS189	5483	5537
GBS189	21784	21814
GBS189	21852	21998
GBS189	23482	23501
GBS189	36966	36987
GBS189	38103	38111
GBS189	38750	38762
GBS189	39139	39147
GBS189	39680	39700
GBS189	39738	39760
GBS189	40367	40416
GBS189	40881	40884
GBS189	40932	40988
GBS189	41506	41533
GBS189	41756	41781
GBS189	41909	41919
GBS189	41961	41971
GBS189	43079	43114
GBS189	43260	43262
GBS190	21094	21097
GBS190	21854	21855
GBS190	21895	21909
GBS190	21996	22016
GBS190	22063	22088
GBS190	24217	24218
GBS190	24301	24302
GBS190	24352	24353
GBS190	42478	42490
GBS190	43839	43841
GBS191	4742	4744
GBS191	9560	9562
GBS191	19786	19807
GBS191	21853	21856
GBS191	21971	21972
GBS191	39332	39336
GBS191	39372	39394
GBS191	39678	39694
GBS192	4860	5196
GBS192	12575	13013
GBS192	23426	23526
GBS192	24573	24606
GBS192	34447	34700
GBS192	39015	39028
GBS192	40070	40074
GBS192	41020	41035
GBS193	12614	12679
GBS193	12824	12863
GBS193	12904	12926
GBS193	18981	18990
GBS193	19370	19394
GBS193	19525	19528
GBS193	21397	21421
GBS193	21467	21482
GBS193	21623	21644
GBS193	21852	21923
GBS193	25700	25753
GBS193	37024	37032
GBS193	37397	37398
GBS193	39178	39179
GBS193	43128	43151
GBS193	43234	43252
GBS194	5477	5503
GBS194	7837	7838
GBS194	10189	10224
GBS194	16473	16476
GBS194	17281	17282
GBS194	17349	17356
GBS194	18932	18936
GBS194	19327	19328
GBS194	20985	20989
GBS194	24973	24974
GBS194	26695	26775
GBS194	27692	27693
GBS194	28138	28139
GBS194	30019	30020
GBS194	30541	30545
GBS194	34489	34491
GBS194	37265	37289
GBS194	42855	42881
GBS194	43729	43731
GBS194	43863	43864
GBS195	4777	4784
GBS195	14263	14267
GBS195	21224	21226
GBS195	22757	22758
GBS195	34447	34459
GBS195	34499	34512
GBS195	40970	40971
GBS195	43368	43371
GBS195	43851	43852
GBS196	3295	3297
GBS197	19508	19509
GBS197	19612	19613
GBS197	21852	21856
GBS197	23417	23426
GBS197	42020	42022
GBS199	40417	40418
GBS200	5473	5496
GBS200	23464	23513
GBS200	24230	24286
GBS200	25324	25329
GBS200	34447	34455
GBS200	42775	42805
GBS201	4690	4691
GBS201	5482	5484
GBS201	9477	9483
GBS201	9570	9575
GBS201	9615	9668
GBS201	11520	11555
GBS201	20522	20525
GBS201	21429	21430
GBS201	21556	21576
GBS201	21669	21681
GBS201	21726	21750
GBS201	22011	22031
GBS201	22229	22243
GBS201	22294	22331
GBS201	22374	22377
GBS201	22680	22684
GBS201	24215	24217
GBS201	24352	24354
GBS201	26288	26306
GBS201	28118	28128
GBS201	29185	29187
GBS201	31314	31316
GBS201	32826	32828
GBS201	33767	33769
GBS201	37830	37894
GBS201	38128	38151
GBS201	38273	38280
GBS201	38344	38345
GBS201	38545	38602
GBS201	38753	38767
GBS201	39161	39177
GBS201	39326	39373
GBS201	39468	39526
GBS201	40248	40261
GBS201	40344	40410
GBS201	40767	40827
GBS201	40973	40975
GBS201	41057	41074
GBS201	41205	41213
GBS201	41350	41379
GBS201	41473	41474
GBS201	41621	41623
GBS201	41665	41671
GBS201	41845	41856
GBS201	41899	41950
GBS201	42055	42073
GBS201	42139	42145
GBS201	42463	42509
GBS202	2850	2906
GBS202	3114	3134
GBS202	19499	19505
GBS202	19587	19592
GBS202	21522	21537
GBS202	21803	21856
GBS202	28135	28136
GBS202	42282	42298
GBS203	3274	3275
GBS203	4809	4814
GBS203	7016	7017
GBS203	11500	11520
GBS203	12611	12615
GBS203	12691	12696
GBS203	12735	12750
GBS203	16896	16897
GBS203	17283	17303
GBS203	22266	22267
GBS203	22317	22324
GBS203	31148	31153
GBS203	34499	34500
GBS203	37493	37494
GBS204	21376	21395
GBS204	21493	21494
GBS204	21709	21725
GBS205	3253	3257
GBS205	10179	10184
GBS205	21329	21330
GBS205	23497	23510
GBS205	26482	26485
GBS205	26538	26566
GBS205	30251	30273
GBS205	31139	31145
GBS205	32362	32363
GBS205	37073	37110
GBS205	37159	37183
GBS205	37241	37260
GBS205	37470	37471
GBS205	37866	37871
GBS205	38857	38858
GBS205	39178	39190
GBS205	43260	43312
GBS205	43871	43888
GBS205	43955	43979
GBS206	17239	17247
GBS206	23443	23470
GBS206	24554	24560
GBS206	31117	31121
GBS206	38857	38858
GBS207	5503	5525
GBS207	9480	9502
GBS207	9581	9605
GBS207	19775	19778
GBS207	21214	21233
GBS207	21556	21565
GBS207	22226	22228
GBS207	22740	22746
GBS207	36902	36943
GBS207	37896	37930
GBS207	38718	38752
GBS207	38950	39039
GBS207	39159	39176
GBS207	39816	39898
GBS207	40325	40378
GBS207	40456	40458
GBS207	40656	40734
GBS207	40828	40936
GBS207	41257	41281
GBS207	41405	41412
GBS207	41535	41559
GBS207	41750	41849
GBS207	42101	42102
GBS207	42206	42234
GBS207	43302	43313
GBS88	3241	3264
GBS88	5131	5142
GBS88	5518	5540
GBS88	12827	12843
GBS88	19111	19124
GBS88	20521	20523
GBS88	21098	21168
GBS88	21214	21268
GBS88	21339	21396
GBS88	21765	21851
GBS88	23479	23488
GBS88	24563	24574
GBS88	25090	25133
GBS88	25192	25274
GBS88	33368	33413
GBS88	33655	34424
GBS88	34491	34553
GBS88	34730	34750
GBS88	34798	35182
GBS88	35546	35554
GBS88	35772	35800
GBS88	37433	37442
GBS88	39024	39031
GBS89	12575	12669
GBS89	12720	12732
GBS89	12886	12966
GBS89	13067	13068
GBS89	19573	19585
GBS89	21083	21143
GBS89	21265	21271
GBS89	21376	21379
GBS89	21452	21460
GBS89	21527	21528
GBS89	21675	21681
GBS89	21855	21870
GBS89	21910	21950
GBS89	22002	22006
GBS89	22255	22256
GBS89	23489	23496
GBS89	23626	23632
GBS89	31468	31482
GBS89	37024	37026
GBS89	37114	37118
GBS89	37162	37185
GBS89	39262	39264
GBS89	43840	43841
GBS90	22586	22597
GBS90	24884	24934
GBS90	25035	25037
GBS90	31391	31398
GBS90	36934	36938
GBS90	36995	37079
GBS90	37744	37752
GBS90	38261	38287
GBS90	38382	38396
GBS90	38684	38732
GBS90	38917	38918
GBS90	39042	39164
GBS90	39303	39311
GBS90	39486	39549
GBS90	39775	39902
GBS90	40399	40419
GBS90	40558	40572
GBS90	40687	40693
GBS90	40781	40824
GBS90	40937	40995
GBS90	41420	41429
GBS90	41619	41626
GBS90	41786	41804
GBS90	42012	42019
GBS90	42198	42201
GBS90	43104	43154
GBS91	5502	5513
GBS91	20520	20525
GBS91	22497	22500
GBS91	23469	23476
GBS91	24628	24726
GBS91	40078	40084
GBS92	4729	4739
GBS92	4917	4934
GBS92	5019	5056
GBS92	5137	5196
GBS92	5250	5252
GBS92	5477	5499
GBS92	8643	8644
GBS92	12582	12599
GBS92	12789	12857
GBS92	17882	17885
GBS92	20607	20608
GBS92	21311	21314
GBS92	21818	21850
GBS92	22004	22016
GBS92	22341	22399
GBS92	24297	24336
GBS92	24615	24618
GBS92	30183	30184
GBS92	34489	34490
GBS92	43283	43284
GBS92	43834	43845
GBS93	5069	5102
GBS93	5246	5256
GBS93	5507	5537
GBS93	8643	8647
GBS93	9444	9657
GBS93	12843	12863
GBS93	12953	12954
GBS93	17276	17281
GBS93	24599	24618
GBS93	39016	39024
GBS93	43834	43844
GBS94	21153	21159
GBS94	21471	21565
GBS94	21628	21635
GBS94	21755	22001
GBS94	39110	39116
GBS94	39647	39681
GBS94	40211	40223
GBS94	40557	40577
GBS94	40936	40989
GBS94	41052	41279
GBS95	12609	12611
GBS95	12755	12756
GBS95	12791	12863
GBS95	20040	20043
GBS95	21103	21142
GBS95	21572	21582
GBS95	21628	21630
GBS95	21740	22004
GBS95	22586	22611
GBS95	23428	23458
GBS95	24882	24892
GBS95	24989	24996
GBS95	34888	34913
GBS95	35636	35639
GBS95	37110	37137
GBS95	37240	37281
GBS95	37352	37406
GBS95	37483	37494
GBS95	38191	38234
GBS95	38314	38323
GBS95	38605	38614
GBS95	38665	38709
GBS95	38933	38938
GBS95	39172	39176
GBS95	39433	39448
GBS95	39663	39678
GBS95	39712	39728
GBS95	39763	39800
GBS95	39895	39902
GBS95	40228	40323
GBS95	40431	40466
GBS95	40572	40678
GBS95	40799	40812
GBS95	40859	40888
GBS95	41088	41098
GBS95	41165	41170
GBS95	41238	41281
GBS95	41403	41486
GBS95	41563	41657
GBS95	41712	41817
GBS95	41873	41922
GBS95	41963	42007
GBS95	42382	42402
GBS95	42448	42519
GBS95	42632	42636
GBS95	43164	43165
GBS96	4916	4994
GBS96	5134	5168
GBS96	5477	5537
GBS96	17307	17357
GBS96	18853	18882
GBS96	22383	22398
GBS96	23478	23512
GBS96	24297	24307
GBS96	24926	24934
GBS96	34476	34490
GBS96	39758	39760
GBS97	4829	4852
GBS97	11690	11691
GBS97	11857	11859
GBS97	12662	12695
GBS97	20605	20606
GBS97	22457	22461
GBS97	23512	23513
GBS97	24322	24324
GBS97	30042	30045
GBS98	7016	7017
GBS98	12700	12703
GBS98	12736	12769
GBS98	12834	12854
GBS98	17201	17261
GBS98	18821	18830
GBS98	18879	18882
GBS98	18962	18966
GBS98	19563	19595
GBS98	21144	21153
GBS98	21540	21546
GBS98	21623	21630
GBS98	21675	21677
GBS98	21819	21845
GBS98	21889	21919
GBS98	22001	22004
GBS98	22302	22330
GBS98	24703	24704
GBS98	26458	26464
GBS98	30008	30173
GBS98	30213	30319
GBS98	30353	30355
GBS98	30449	30457
GBS98	30661	30662
GBS98	34803	34810
GBS98	36865	36867
GBS98	37413	37437
GBS98	37524	37539
GBS98	37579	37582
GBS98	37866	37871
GBS98	38549	38584
GBS98	38771	38781
GBS98	38816	38817
GBS98	39063	39064
GBS98	39261	39277
GBS98	43140	43162
GBS98	43810	43812
GBS99	9643	9644
GBS99	11465	11499
GBS99	11792	11800
GBS99	12629	12967
GBS99	17302	17304
GBS99	22463	22467
GBS99	24884	24934
GBS99	30251	30258
GBS99	34489	34491
GBS99	37538	37552
GBS99	38316	38329
GBS99	38750	38801
GBS99	38979	39000
GBS99	39152	39171
GBS99	39667	39836
GBS99	39977	39997
GBS99	40178	40185
GBS99	40249	40472
GBS99	40554	40579
GBS99	40687	40995
GBS99	41134	41257
GBS99	41417	41426
GBS99	41500	41711
GBS99	41773	41795
GBS99	42137	42145
GBS99	42395	42428
GBS99	42637	42643
GBS99	43164	43165
GBS01	39570	39571
GBS02	3284	3296
GBS03	7421	7424
GBS03	24339	24340
GBS03	34493	34495
GBS04	10563	10579
GBS04	17302	17304
GBS04	26279	26281
GBS04	30003	30012
GBS04	30041	30055
GBS06	23476	23513
GBS07	18674	18675
GBS07	27679	27681
GBS07	38769	38781
GBS07	40516	40517
GBS07	43097	43098
GBS07	43309	43323
GBS09	22004	22008
GBS09	30450	30457
GBS09	33782	33783
GBS10	6581	6583
GBS10	24964	24965
GBS10	25238	25265
GBS10	32836	32839
GBS11	5489	5522
GBS11	22602	22616
GBS11	25096	25129
GBS14	5478	5524
GBS14	26894	26899
GBS14	34477	34478
GBS17	4452	4453
GBS17	9643	9646
GBS17	18674	18676
GBS17	27907	27908
GBS17	31569	31596
GBS17	38816	38817
GBS18	8900	8901
GBS18	21998	22008
GBS18	22124	22137
GBS18	23409	23422
GBS18	23489	23513
GBS18	39271	39288
GBS19	21910	21911
GBS19	39570	39571
GBS20	25141	25143
GBS22	34817	34821
GBS22	37946	37947
GBS24	5512	5532
GBS24	37347	37352
GBS25	5140	5141
GBS25	17247	17248
GBS25	21771	21772
GBS26	43099	43100
GBS28	5206	5212
GBS30	21849	21851
GBS31	32615	32617
GBS32	3317	3319
GBS32	4860	5142
GBS32	21770	21783
GBS32	22364	22384
GBS32	40056	40067
GBS33	5494	5512
GBS33	21568	21570
GBS33	21910	21911
GBS33	30219	30243
GBS33	42227	42237
GBS33	42359	42360
GBS33	42440	42443
GBS34	1921	1925
GBS34	9663	9665
GBS34	21178	21304
GBS34	21423	21425
GBS34	22247	22323
GBS34	31402	31406
GBS34	40350	40351
GBS34	40862	40873
GBS34	41918	41975
GBS35	31571	31606
GBS36	11772	11774
GBS36	17221	17222
GBS36	21593	21626
GBS36	22007	22016
GBS36	30222	30223
GBS36	31193	31204
GBS36	37919	37929
GBS36	39485	39515
GBS36	39734	39754
GBS36	39879	39907
GBS36	40143	40171
GBS36	40229	40326
GBS36	40427	40436
GBS36	40791	40820
GBS36	41243	41295
GBS36	41434	41458
GBS36	41705	41818
GBS36	41872	41878
GBS36	41991	41998
GBS36	42046	42087
GBS36	42168	42175
GBS36	42350	42355
GBS36	42525	42536
GBS36	42598	42610
GBS36	43163	43168
GBS37	5515	5535
GBS37	8701	8709
GBS37	21913	21924
GBS37	21999	22002
GBS37	37433	37442
GBS37	40056	40058
GBS37	42669	42682
GBS38	11746	11747
GBS38	21768	21785
GBS38	21842	21854
GBS38	22070	22071
GBS38	22178	22184
GBS38	24633	24636
GBS38	24724	24725
GBS38	24988	25120
GBS38	36994	37026
GBS38	38011	38048
GBS38	39363	39381
GBS38	41099	41102
GBS38	41163	41186
GBS39	11529	11538
GBS39	31604	31607
GBS39	34304	34312
GBS41	11773	11776
GBS41	17221	17232
GBS41	25300	25304
GBS41	38816	38817
GBS42	4852	4905
GBS42	5255	5256
GBS42	11848	11849
GBS42	13309	13329
GBS42	20605	20614
GBS42	21770	21842
GBS42	24597	24618
GBS42	24913	24946
GBS42	39940	39975
GBS42	41989	42001
GBS43	27682	27684
GBS43	38654	38659
GBS44	17209	17222
GBS44	34940	34945
GBS44	37210	37239
GBS45	17216	17238
GBS45	19502	19614
GBS45	21787	21793
GBS45	38769	38781
GBS46	12598	12623
GBS46	23451	23463
GBS48	11773	11774
GBS48	25067	25080
GBS48	27689	27690
GBS48	34445	34447
GBS48	43117	43134
GBS49	17205	17207
GBS50	34943	34944
GBS50	37314	37322
GBS50	38769	38795
GBS50	39270	39277
GBS51	24799	24811
GBS51	31572	31586
GBS52	4737	4738
GBS52	4908	4950
GBS52	4994	5068
GBS52	5522	5533
GBS52	11848	11849
GBS52	17394	17413
GBS52	19196	19197
GBS52	21289	21290
GBS52	22390	22429
GBS52	22558	22578
GBS52	30450	30457
GBS52	31187	31189
GBS52	33779	33782
GBS52	37057	37058
GBS52	39570	39571
GBS52	40056	40067
GBS53	20035	20038
GBS53	34468	34503
GBS53	38771	38781
GBS54	920	921
GBS54	11840	11848
GBS54	12825	12842
GBS54	19486	19492
GBS54	21107	21123
GBS54	21324	21337
GBS54	21431	21445
GBS54	21495	21551
GBS54	21913	21944
GBS54	30008	30028
GBS54	42270	42276
GBS55	3258	3286
GBS55	4927	4938
GBS55	21431	21435
GBS55	21765	21851
GBS55	21910	22000
GBS55	30185	30198
GBS55	34257	34258
GBS55	36989	36997
GBS56	5033	5044
GBS56	7179	7186
GBS56	23469	23486
GBS57	11822	11823
GBS57	11928	11929
GBS57	17209	17222
GBS57	23462	23463
GBS57	24703	24704
GBS57	34477	34478
GBS57	37378	37400
GBS57	37730	37732
GBS57	38769	38780
GBS57	39178	39186
GBS57	43172	43224
GBS58	7971	7972
GBS58	21306	21307
GBS58	21429	21446
GBS58	21563	21570
GBS58	21688	21753
GBS58	22006	22101
GBS58	22209	22231
GBS58	22324	22352
GBS58	30009	30023
GBS58	38966	38972
GBS58	39042	39043
GBS58	40042	40047
GBS58	40651	40654
GBS58	42364	42402
GBS58	43163	43167
GBS59	24562	24568
GBS59	25093	25316
GBS60	9055	9056
GBS60	22503	22504
GBS60	37073	37075
GBS60	38771	38781
GBS60	43273	43279
GBS61	21910	21944
GBS61	24228	24231
GBS61	24276	24289
GBS61	42688	42691
GBS61	42761	42763
GBS62	23451	23452
GBS62	34502	34503
GBS62	34941	34942
GBS62	43128	43129
GBS63	37024	37026
GBS63	37727	37732
GBS63	38470	38481
GBS64	4809	4823
GBS64	17404	17408
GBS64	23478	23500
GBS64	24215	24218
GBS64	33878	33879
GBS64	34454	34455
GBS64	40056	40067
GBS65	12834	12861
GBS65	27661	27665
GBS65	37041	37096
GBS65	37559	37570
GBS65	38769	38817
GBS65	43241	43328
GBS66	3712	3713
GBS66	31117	31127
GBS67	21311	21313
GBS68	32361	32366
GBS69	22266	22267
GBS69	22463	22464
GBS69	24793	24812
GBS69	27687	27692
GBS69	37345	37352
GBS69	38809	38817
GBS69	43117	43121
GBS70	31193	31214
GBS72	16431	16445
GBS72	31130	31131
GBS72	34371	34373
GBS72	38571	38572
GBS72	43132	43153
GBS72	43231	43232
GBS73	12630	12635
GBS73	17263	17265
GBS73	19507	19596
GBS73	21543	21613
GBS73	21742	21766
GBS73	21852	22016
GBS73	22219	22237
GBS73	34819	34827
GBS73	34940	34945
GBS73	43839	43841
GBS75	17208	17210
GBS79	23454	23465
GBS80	27685	27690
GBS80	41853	41878
GBS80	43163	43167
GBS81	24352	24353
GBS82	11642	11656
GBS82	17218	17224
GBS82	19616	19618
GBS82	26463	26466
GBS82	42201	42218
GBS83	38528	38539
GBS84	31569	31596
GBS86	31305	31308
GBS86	34965	34966
GBS87	30003	30007
GBS87	33776	33783
B103	2814	2818
B103	5083	5085
B103	11460	11473
B103	12856	12857
B103	23424	23427
B103	24606	24622
B103	24789	24806
B103	25258	25265
B103	27685	27686
B103	37142	37143
B103	37316	37323
B103	37428	37429
B103	37881	37887
B103	38531	38539
B103	39061	39065
B103	43185	43200
B104	4825	4830
B104	7775	7781
B104	11520	11531
B104	12839	12842
B104	18939	18941
B104	21462	21464
B104	24581	24601
B104	24771	24774
B104	25067	25080
B104	26898	26900
B104	34310	34311
B104	34445	34447
B104	37016	37018
B104	37345	37355
B104	37467	37469
B104	37867	37870
B104	42757	42773
B104	42897	42910
B104	43315	43318
B105	4658	4663
B105	7819	7831
B105	9642	9645
B105	11467	11487
B105	12839	12857
B105	18844	18848
B105	24704	24720
B105	26894	26900
B105	34445	34455
B105	37317	37355
B105	38531	38539
B105	38792	38795
B105	42270	42272
B105	43309	43321
B106	11497	11499
B106	12848	12863
B106	21799	21809
B106	23432	23436
B106	34942	34943
B106	37296	37303
B106	37337	37338
B106	38517	38522
B106	38654	38659
B106	43023	43024
B109	9642	9643
B109	11538	11542
B109	11641	11651
B109	12850	12863
B109	13859	13869
B109	24657	24676
B109	25020	25026
B109	25322	25324
B109	37316	37323
B109	37412	37413
B109	42261	42274
B109	43064	43093
B109	43319	43321
B110	11840	11851
B110	18912	18913
B110	18945	18946
B110	18994	19002
B110	21651	21653
B110	30157	30173
B110	31335	31336
B110	36962	36983
B110	37330	37389
B110	38517	38528
B110	38792	38817
B110	42691	42702
B110	42782	42822
B110	42978	42986
B507	8116	8133
B507	11746	11764
B507	19563	19590
B507	22599	22600
B507	22655	22668
B507	23489	23495
B507	27289	27301
B507	38419	38440
B507	38723	38724
B507	40916	40917
B507	41142	41165
B507	42091	42110
B507	42410	42430
B507	42921	42945
B508	4676	4694
B508	4772	4780
B508	5473	5486
B508	22303	22311
B508	23464	23521
B508	23636	23647
B508	36866	37015
B508	37063	37290
B508	37377	37625
B508	38210	38226
B508	38524	38629
B508	38695	38806
B508	38917	39034
B508	39294	39338
B508	39504	39566
B508	39638	40374
B508	40431	40453
B508	40518	40834
B508	40920	42655
B508	42957	42971
B509	4662	4693
B509	5518	5534
B509	8118	8134
B509	11477	11529
B509	11642	11677
B509	11725	11737
B509	12556	12606
B509	12980	13001
B509	19507	19584
B509	23412	23420
B509	23488	23497
B509	24555	24667
B509	24771	24809
B509	24848	24893
B509	24932	25128
B509	25170	25320
B509	30100	30102
B509	33610	33623
B509	34819	34821
B509	37191	37198
B509	37669	37673
B509	37830	37857
B509	40020	40067
B509	41466	41490
B509	41594	41607
B509	42549	42554
B509	42703	42727
B510	4933	4950
B510	5040	5042
B510	5473	5515
B510	20606	20613
B510	21927	21944
B510	22303	22311
B510	22511	22526
B510	23409	23410
B510	23447	23468
B510	25100	25113
B510	34468	34469
B510	39014	39024
B510	39560	39566
B510	39652	39659
B510	40056	40074
